RecordID,EntityType,Name,Detail,Price_Quantity,Phone_Status
1417,Order,OrderID_2417,Voucher_Applied_false,3,N/A
1418,Order,OrderID_2418,Voucher_Applied_true,5,N/A
1419,User,User_1419,Address_District_1,0,0914607433_Valid
1420,Product,Product_1420,Color-Size-Variant,314716,N/A
1421,Product,Product_1421,Color-Size-Variant,481617,N/A
1422,User,User_1422,Address_District_8,0,0914169171_Valid
1423,User,User_1423,Address_District_3,0,0953351637_Valid
1424,User,User_1424,Address_District_3,0,0969099492_Valid
1425,User,User_1425,Address_District_0,0,0939869847_Valid
1426,Product,Product_1426,Color-Size-Variant,64658,N/A
1427,Product,Product_1427,Color-Size-Variant,64819,N/A
1428,Product,Product_1428,Color-Size-Variant,538375,N/A
1429,User,User_1429,Address_District_1,0,0963695170_Valid
1430,Product,Product_1430,Color-Size-Variant,411265,N/A
1431,Product,Product_1431,Color-Size-Variant,590824,N/A
1432,Order,OrderID_2432,Voucher_Applied_true,5,N/A
1433,User,User_1433,Address_District_9,0,0957723803_Valid
1434,Order,OrderID_2434,Voucher_Applied_false,4,N/A
1435,Product,Product_1435,Color-Size-Variant,517647,N/A
1436,Order,OrderID_2436,Voucher_Applied_false,2,N/A
1437,Order,OrderID_2437,Voucher_Applied_false,2,N/A
1438,User,User_1438,Address_District_4,0,0960037590_Valid
1439,Product,Product_1439,Color-Size-Variant,15512,N/A
1440,User,User_1440,Address_District_7,0,0911724864_Valid
1441,User,User_1441,Address_District_3,0,0993012007_Valid
1442,User,User_1442,Address_District_8,0,0911986913_Valid
1443,Product,Product_1443,Color-Size-Variant,918796,N/A
1444,Product,Product_1444,Color-Size-Variant,941107,N/A
1445,Order,OrderID_2445,Voucher_Applied_true,4,N/A
1446,User,User_1446,Address_District_1,0,0974505502_Valid
1447,User,User_1447,Address_District_5,0,0957215851_Valid
1448,User,User_1448,Address_District_6,0,0957787655_Valid
1449,User,User_1449,Address_District_8,0,0999493121_Valid
1450,User,User_1450,Address_District_2,0,0985067181_Valid
1451,Product,Product_1451,Color-Size-Variant,196406,N/A
1452,User,User_1452,Address_District_2,0,0911130391_Valid
1453,User,User_1453,Address_District_5,0,0945130169_Valid
1454,Order,OrderID_2454,Voucher_Applied_true,1,N/A
1455,Product,Product_1455,Color-Size-Variant,571635,N/A
1456,Order,OrderID_2456,Voucher_Applied_false,2,N/A
1457,Order,OrderID_2457,Voucher_Applied_true,2,N/A
1458,Product,Product_1458,Color-Size-Variant,517339,N/A
1459,Order,OrderID_2459,Voucher_Applied_false,5,N/A
1460,Order,OrderID_2460,Voucher_Applied_true,4,N/A
1461,User,User_1461,Address_District_2,0,0957768706_Valid
1462,User,User_1462,Address_District_4,0,0929515213_Valid
1463,Product,Product_1463,Color-Size-Variant,648659,N/A
1464,User,User_1464,Address_District_5,0,0915211550_Valid
1465,User,User_1465,Address_District_6,0,0913050278_Valid
1466,User,User_1466,Address_District_8,0,0962727933_Valid
1467,Product,Product_1467,Color-Size-Variant,810451,N/A
1468,User,User_1468,Address_District_9,0,09733_Error_MissingDigits
1469,Product,Product_1469,Color-Size-Variant,469973,N/A
1470,Product,Product_1470,Color-Size-Variant,329143,N/A
1471,Product,Product_1471,Color-Size-Variant,372748,N/A
1472,User,User_1472,Address_District_6,0,0922849176_Valid
1473,Product,Product_1473,Color-Size-Variant,263614,N/A
1474,Product,Product_1474,Color-Size-Variant,333078,N/A
1475,Product,Product_1475,Color-Size-Variant,602267,N/A
1476,Order,OrderID_2476,Voucher_Applied_true,5,N/A
1477,Product,Product_1477,Color-Size-Variant,576713,N/A
1478,Product,Product_1478,Color-Size-Variant,422717,N/A
1479,Product,Product_1479,Color-Size-Variant,831179,N/A
1480,User,User_1480,Address_District_9,0,0937848897_Valid
1481,User,User_1481,Address_District_5,0,0942938730_Valid
1482,Product,Product_1482,Color-Size-Variant,234399,N/A
1483,Order,OrderID_2483,Voucher_Applied_false,4,N/A
1484,User,User_1484,Address_District_4,0,0994652352_Valid
1485,Product,Product_1485,Color-Size-Variant,733757,N/A
1486,User,User_1486,Address_District_1,0,0929590985_Valid
1487,Product,Product_1487,Color-Size-Variant,444060,N/A
1488,Product,Product_1488,Color-Size-Variant,831222,N/A
1489,User,User_1489,Address_District_4,0,0934177690_Valid
1490,Order,OrderID_2490,Voucher_Applied_true,3,N/A
1491,User,User_1491,Address_District_5,0,0980299282_Valid
1492,Order,OrderID_2492,Voucher_Applied_true,5,N/A
1493,Order,OrderID_2493,Voucher_Applied_false,3,N/A
1494,Product,Product_1494,Color-Size-Variant,843971,N/A
1495,User,User_1495,Address_District_6,0,0950432341_Valid
1496,User,User_1496,Address_District_1,0,0973990289_Valid
1497,Order,OrderID_2497,Voucher_Applied_false,5,N/A
1498,Order,OrderID_2498,Voucher_Applied_false,4,N/A
1499,Product,Product_1499,Color-Size-Variant,783451,N/A
1500,Order,OrderID_2500,Voucher_Applied_false,3,N/A
1501,Order,OrderID_2501,Voucher_Applied_false,2,N/A
1502,User,User_1502,Address_District_0,0,09921_Error_MissingDigits
1503,Order,OrderID_2503,Voucher_Applied_true,4,N/A
1504,User,User_1504,Address_District_7,0,0925008332_Valid
1505,User,User_1505,Address_District_8,0,09907778_Error_MissingDigits
1506,Product,Product_1506,Color-Size-Variant,925305,N/A
1507,Product,Product_1507,Color-Size-Variant,593747,N/A
1508,Product,Product_1508,Color-Size-Variant,929127,N/A
1509,User,User_1509,Address_District_2,0,0970239536_Valid
1510,User,User_1510,Address_District_4,0,0917077797_Valid
1511,Order,OrderID_2511,Voucher_Applied_true,4,N/A
1512,Product,Product_1512,Color-Size-Variant,890239,N/A
1513,User,User_1513,Address_District_8,0,0946206007_Valid
1514,Product,Product_1514,Color-Size-Variant,463015,N/A
1515,User,User_1515,Address_District_5,0,0953636892_Valid
1516,Product,Product_1516,Color-Size-Variant,764665,N/A
1517,User,User_1517,Address_District_6,0,0968019641_Valid
1518,Order,OrderID_2518,Voucher_Applied_true,5,N/A
1519,Product,Product_1519,Color-Size-Variant,625169,N/A
1520,Order,OrderID_2520,Voucher_Applied_true,3,N/A
1521,Order,OrderID_2521,Voucher_Applied_false,1,N/A
1522,User,User_1522,Address_District_9,0,0983008800_Valid
1523,Product,Product_1523,Color-Size-Variant,895829,N/A
1524,Order,OrderID_2524,Voucher_Applied_false,5,N/A
1525,Product,Product_1525,Color-Size-Variant,179284,N/A
1526,Order,OrderID_2526,Voucher_Applied_false,1,N/A
1527,Product,Product_1527,Color-Size-Variant,908957,N/A
1528,User,User_1528,Address_District_9,0,0913506884_Valid
1529,Product,Product_1529,Color-Size-Variant,741959,N/A
1530,Product,Product_1530,Color-Size-Variant,622130,N/A
1531,Product,Product_1531,Color-Size-Variant,932736,N/A
1532,User,User_1532,Address_District_9,0,0943722267_Valid
1533,Order,OrderID_2533,Voucher_Applied_true,3,N/A
1534,Order,OrderID_2534,Voucher_Applied_true,2,N/A
1535,Order,OrderID_2535,Voucher_Applied_true,1,N/A
1536,User,User_1536,Address_District_5,0,0946785032_Valid
1537,Product,Product_1537,Color-Size-Variant,605587,N/A
1538,Order,OrderID_2538,Voucher_Applied_true,1,N/A
1539,User,User_1539,Address_District_3,0,0957103599_Valid
1540,Order,OrderID_2540,Voucher_Applied_false,3,N/A
1541,Order,OrderID_2541,Voucher_Applied_false,5,N/A
1542,Order,OrderID_2542,Voucher_Applied_false,1,N/A
1543,Order,OrderID_2543,Voucher_Applied_false,4,N/A
1544,Order,OrderID_2544,Voucher_Applied_false,3,N/A
1545,User,User_1545,Address_District_0,0,0935000453_Valid
1546,User,User_1546,Address_District_1,0,0945997531_Valid
1547,Product,Product_1547,Color-Size-Variant,920905,N/A
1548,Order,OrderID_2548,Voucher_Applied_true,2,N/A
1549,Product,Product_1549,Color-Size-Variant,842480,N/A
1550,User,User_1550,Address_District_1,0,0929482791_Valid
1551,Order,OrderID_2551,Voucher_Applied_false,4,N/A
1552,Product,Product_1552,Color-Size-Variant,911944,N/A
1553,Order,OrderID_2553,Voucher_Applied_true,3,N/A
1554,Order,OrderID_2554,Voucher_Applied_false,3,N/A
1555,User,User_1555,Address_District_4,0,0927437139_Valid
1556,Order,OrderID_2556,Voucher_Applied_false,4,N/A
1557,User,User_1557,Address_District_0,0,0993198801_Valid
1558,Order,OrderID_2558,Voucher_Applied_true,3,N/A
1559,Order,OrderID_2559,Voucher_Applied_false,4,N/A
1560,Product,Product_1560,Color-Size-Variant,535963,N/A
1561,Product,Product_1561,Color-Size-Variant,795596,N/A
1562,User,User_1562,Address_District_9,0,0943006949_Valid
1563,Order,OrderID_2563,Voucher_Applied_false,5,N/A
1564,Product,Product_1564,Color-Size-Variant,701952,N/A
1565,Product,Product_1565,Color-Size-Variant,484284,N/A
1566,Product,Product_1566,Color-Size-Variant,620251,N/A
1567,Order,OrderID_2567,Voucher_Applied_false,4,N/A
1568,Order,OrderID_2568,Voucher_Applied_false,3,N/A
1569,Product,Product_1569,Color-Size-Variant,189605,N/A
1570,Order,OrderID_2570,Voucher_Applied_false,5,N/A
1571,Product,Product_1571,Color-Size-Variant,731712,N/A
1572,Order,OrderID_2572,Voucher_Applied_true,3,N/A
1573,Order,OrderID_2573,Voucher_Applied_true,2,N/A
1574,Product,Product_1574,Color-Size-Variant,809119,N/A
1575,Order,OrderID_2575,Voucher_Applied_false,4,N/A
1576,User,User_1576,Address_District_2,0,0919345359_Valid
1577,User,User_1577,Address_District_4,0,0980646874_Valid
1578,Order,OrderID_2578,Voucher_Applied_true,1,N/A
1579,User,User_1579,Address_District_9,0,0940819827_Valid
1580,Order,OrderID_2580,Voucher_Applied_false,5,N/A
1581,Order,OrderID_2581,Voucher_Applied_false,2,N/A
1582,Order,OrderID_2582,Voucher_Applied_false,1,N/A
1583,Product,Product_1583,Color-Size-Variant,486234,N/A
1584,User,User_1584,Address_District_3,0,0955887572_Valid
1585,Product,Product_1585,Color-Size-Variant,432934,N/A
1586,Order,OrderID_2586,Voucher_Applied_false,1,N/A
1587,User,User_1587,Address_District_2,0,0911061999_Valid
1588,Order,OrderID_2588,Voucher_Applied_false,3,N/A
1589,User,User_1589,Address_District_0,0,0978772443_Valid
1590,User,User_1590,Address_District_6,0,0990552578_Valid
1591,Product,Product_1591,Color-Size-Variant,774744,N/A
1592,Product,Product_1592,Color-Size-Variant,32868,N/A
1593,User,User_1593,Address_District_7,0,0964654771_Valid
1594,Order,OrderID_2594,Voucher_Applied_false,1,N/A
1595,User,User_1595,Address_District_5,0,0923255929_Valid
1596,Product,Product_1596,Color-Size-Variant,625996,N/A
1597,Order,OrderID_2597,Voucher_Applied_true,3,N/A
1598,Order,OrderID_2598,Voucher_Applied_true,2,N/A
1599,Order,OrderID_2599,Voucher_Applied_true,5,N/A
1600,Product,Product_1600,Color-Size-Variant,237410,N/A
1601,User,User_1601,Address_District_7,0,0947440426_Valid
1602,Order,OrderID_2602,Voucher_Applied_false,3,N/A
1603,Product,Product_1603,Color-Size-Variant,581273,N/A
1604,Product,Product_1604,Color-Size-Variant,657100,N/A
1605,Order,OrderID_2605,Voucher_Applied_false,2,N/A
1606,Order,OrderID_2606,Voucher_Applied_true,1,N/A
1607,Product,Product_1607,Color-Size-Variant,245158,N/A
1608,User,User_1608,Address_District_0,0,0947452144_Valid
1609,Product,Product_1609,Color-Size-Variant,645974,N/A
1610,User,User_1610,Address_District_2,0,0985_Error_MissingDigits
1611,User,User_1611,Address_District_8,0,0949661540_Valid
1612,User,User_1612,Address_District_1,0,0959648380_Valid
1613,Product,Product_1613,Color-Size-Variant,419212,N/A
1614,User,User_1614,Address_District_2,0,097457_Error_MissingDigits
1615,Product,Product_1615,Color-Size-Variant,962719,N/A
1616,Order,OrderID_2616,Voucher_Applied_true,2,N/A
1617,User,User_1617,Address_District_3,0,0951858944_Valid
1618,Product,Product_1618,Color-Size-Variant,433496,N/A
1619,Product,Product_1619,Color-Size-Variant,476529,N/A
1620,Order,OrderID_2620,Voucher_Applied_false,5,N/A
1621,Product,Product_1621,Color-Size-Variant,11937,N/A
1622,Order,OrderID_2622,Voucher_Applied_true,2,N/A
1623,User,User_1623,Address_District_8,0,0940106967_Valid
1624,User,User_1624,Address_District_3,0,0960282398_Valid
1625,Product,Product_1625,Color-Size-Variant,737690,N/A
1626,Product,Product_1626,Color-Size-Variant,86082,N/A
1627,User,User_1627,Address_District_0,0,0999029488_Valid
1628,User,User_1628,Address_District_9,0,0975_Error_MissingDigits
1629,User,User_1629,Address_District_7,0,0931013423_Valid
1630,Product,Product_1630,Color-Size-Variant,16700,N/A
1631,Order,OrderID_2631,Voucher_Applied_true,3,N/A
1632,User,User_1632,Address_District_3,0,0968378016_Valid
1633,Order,OrderID_2633,Voucher_Applied_false,1,N/A
1634,Product,Product_1634,Color-Size-Variant,945580,N/A
1635,User,User_1635,Address_District_9,0,0934381995_Valid
1636,Order,OrderID_2636,Voucher_Applied_false,5,N/A
1637,Product,Product_1637,Color-Size-Variant,564036,N/A
1638,Order,OrderID_2638,Voucher_Applied_false,5,N/A
1639,Order,OrderID_2639,Voucher_Applied_true,2,N/A
1640,Product,Product_1640,Color-Size-Variant,654667,N/A
1641,User,User_1641,Address_District_5,0,0942804556_Valid
1642,User,User_1642,Address_District_6,0,0951706876_Valid
1643,Product,Product_1643,Color-Size-Variant,647823,N/A
1644,Product,Product_1644,Color-Size-Variant,122090,N/A
1645,User,User_1645,Address_District_7,0,0988698596_Valid
1646,User,User_1646,Address_District_8,0,0972521050_Valid
1647,Product,Product_1647,Color-Size-Variant,368678,N/A
1648,Order,OrderID_2648,Voucher_Applied_true,2,N/A
1649,Order,OrderID_2649,Voucher_Applied_false,3,N/A
1650,Order,OrderID_2650,Voucher_Applied_true,4,N/A
1651,User,User_1651,Address_District_5,0,0959968294_Valid
1652,Order,OrderID_2652,Voucher_Applied_false,3,N/A
1653,Order,OrderID_2653,Voucher_Applied_false,5,N/A
1654,Product,Product_1654,Color-Size-Variant,887214,N/A
1655,Order,OrderID_2655,Voucher_Applied_false,2,N/A
1656,Product,Product_1656,Color-Size-Variant,337026,N/A
1657,Order,OrderID_2657,Voucher_Applied_false,2,N/A
1658,Product,Product_1658,Color-Size-Variant,647321,N/A
1659,User,User_1659,Address_District_8,0,0970035562_Valid
1660,User,User_1660,Address_District_0,0,0961721764_Valid
1661,Order,OrderID_2661,Voucher_Applied_false,2,N/A
1662,User,User_1662,Address_District_8,0,0930700245_Valid
1663,Order,OrderID_2663,Voucher_Applied_false,1,N/A
1664,Product,Product_1664,Color-Size-Variant,779642,N/A
1665,User,User_1665,Address_District_6,0,0924783136_Valid
1666,User,User_1666,Address_District_7,0,0976_Error_MissingDigits
1667,Product,Product_1667,Color-Size-Variant,421879,N/A
1668,User,User_1668,Address_District_8,0,0946659897_Valid
1669,User,User_1669,Address_District_2,0,0999965232_Valid
1670,Product,Product_1670,Color-Size-Variant,364722,N/A
1671,Order,OrderID_2671,Voucher_Applied_true,2,N/A
1672,Product,Product_1672,Color-Size-Variant,39065,N/A
1673,User,User_1673,Address_District_1,0,0961891235_Valid
1674,User,User_1674,Address_District_9,0,0922995694_Valid
1675,Order,OrderID_2675,Voucher_Applied_false,1,N/A
1676,User,User_1676,Address_District_1,0,0984032620_Valid
1677,User,User_1677,Address_District_6,0,0992615996_Valid
1678,User,User_1678,Address_District_7,0,0999267097_Valid
1679,Order,OrderID_2679,Voucher_Applied_true,3,N/A
1680,Order,OrderID_2680,Voucher_Applied_true,1,N/A
1681,Order,OrderID_2681,Voucher_Applied_true,5,N/A
1682,User,User_1682,Address_District_1,0,0951005368_Valid
1683,Order,OrderID_2683,Voucher_Applied_true,3,N/A
1684,Order,OrderID_2684,Voucher_Applied_false,5,N/A
1685,Order,OrderID_2685,Voucher_Applied_true,5,N/A
1686,User,User_1686,Address_District_6,0,0937882153_Valid
1687,Order,OrderID_2687,Voucher_Applied_true,4,N/A
1688,Order,OrderID_2688,Voucher_Applied_false,4,N/A
1689,Order,OrderID_2689,Voucher_Applied_false,2,N/A
1690,Product,Product_1690,Color-Size-Variant,425707,N/A
1691,User,User_1691,Address_District_6,0,096251_Error_MissingDigits
1692,Order,OrderID_2692,Voucher_Applied_false,5,N/A
1693,Product,Product_1693,Color-Size-Variant,44244,N/A
1694,Order,OrderID_2694,Voucher_Applied_true,2,N/A
1695,Product,Product_1695,Color-Size-Variant,811466,N/A
1696,Order,OrderID_2696,Voucher_Applied_true,2,N/A
1697,Product,Product_1697,Color-Size-Variant,627968,N/A
1698,Product,Product_1698,Color-Size-Variant,689911,N/A
1699,User,User_1699,Address_District_4,0,093474_Error_MissingDigits
1700,Order,OrderID_2700,Voucher_Applied_false,1,N/A
1701,Order,OrderID_2701,Voucher_Applied_false,2,N/A
1702,Order,OrderID_2702,Voucher_Applied_false,5,N/A
1703,Product,Product_1703,Color-Size-Variant,229119,N/A
1704,User,User_1704,Address_District_4,0,0968296115_Valid
1705,Order,OrderID_2705,Voucher_Applied_false,4,N/A
1706,User,User_1706,Address_District_9,0,0999640323_Valid
1707,Order,OrderID_2707,Voucher_Applied_true,3,N/A
1708,Product,Product_1708,Color-Size-Variant,667056,N/A
1709,Order,OrderID_2709,Voucher_Applied_false,2,N/A
1710,Product,Product_1710,Color-Size-Variant,937254,N/A
1711,Product,Product_1711,Color-Size-Variant,687595,N/A
1712,User,User_1712,Address_District_0,0,0976728703_Valid
1713,Order,OrderID_2713,Voucher_Applied_true,4,N/A
1714,User,User_1714,Address_District_4,0,0994434005_Valid
1715,User,User_1715,Address_District_7,0,0932336457_Valid
1716,User,User_1716,Address_District_1,0,0980922142_Valid
1717,Order,OrderID_2717,Voucher_Applied_false,4,N/A
1718,Product,Product_1718,Color-Size-Variant,138987,N/A
1719,User,User_1719,Address_District_0,0,0923932521_Valid
1720,User,User_1720,Address_District_2,0,0920931897_Valid
1721,User,User_1721,Address_District_6,0,0993374341_Valid
1722,User,User_1722,Address_District_6,0,0966417620_Valid
1723,User,User_1723,Address_District_2,0,0961698955_Valid
1724,Order,OrderID_2724,Voucher_Applied_false,1,N/A
1725,Product,Product_1725,Color-Size-Variant,516957,N/A
1726,Order,OrderID_2726,Voucher_Applied_false,1,N/A
1727,Product,Product_1727,Color-Size-Variant,562585,N/A
1728,Product,Product_1728,Color-Size-Variant,829116,N/A
1729,Order,OrderID_2729,Voucher_Applied_true,4,N/A
1730,Product,Product_1730,Color-Size-Variant,912621,N/A
1731,Product,Product_1731,Color-Size-Variant,686289,N/A
1732,Order,OrderID_2732,Voucher_Applied_true,3,N/A
1733,Order,OrderID_2733,Voucher_Applied_true,3,N/A
1734,Order,OrderID_2734,Voucher_Applied_true,1,N/A
1735,User,User_1735,Address_District_0,0,0986792333_Valid
1736,Product,Product_1736,Color-Size-Variant,127265,N/A
1737,Product,Product_1737,Color-Size-Variant,316150,N/A
1738,Order,OrderID_2738,Voucher_Applied_false,3,N/A
1739,Product,Product_1739,Color-Size-Variant,77821,N/A
1740,Order,OrderID_2740,Voucher_Applied_false,1,N/A
1741,User,User_1741,Address_District_1,0,0926283076_Valid
1742,Order,OrderID_2742,Voucher_Applied_false,3,N/A
1743,Order,OrderID_2743,Voucher_Applied_true,4,N/A
1744,Product,Product_1744,Color-Size-Variant,992325,N/A
1745,Order,OrderID_2745,Voucher_Applied_false,4,N/A
1746,Product,Product_1746,Color-Size-Variant,455492,N/A
1747,Product,Product_1747,Color-Size-Variant,96259,N/A
1748,Order,OrderID_2748,Voucher_Applied_false,2,N/A
1749,User,User_1749,Address_District_7,0,0923786851_Valid
1750,Product,Product_1750,Color-Size-Variant,994962,N/A
1751,Product,Product_1751,Color-Size-Variant,476090,N/A
1752,Product,Product_1752,Color-Size-Variant,260887,N/A
1753,User,User_1753,Address_District_3,0,0998820182_Valid
1754,Order,OrderID_2754,Voucher_Applied_false,4,N/A
1755,Product,Product_1755,Color-Size-Variant,614177,N/A
1756,Product,Product_1756,Color-Size-Variant,15493,N/A
1757,Product,Product_1757,Color-Size-Variant,798699,N/A
1758,User,User_1758,Address_District_2,0,0980974432_Valid
1759,Order,OrderID_2759,Voucher_Applied_true,2,N/A
1760,Product,Product_1760,Color-Size-Variant,992121,N/A
1761,Order,OrderID_2761,Voucher_Applied_true,4,N/A
1762,Product,Product_1762,Color-Size-Variant,570036,N/A
1763,Order,OrderID_2763,Voucher_Applied_false,2,N/A
1764,Product,Product_1764,Color-Size-Variant,536632,N/A
1765,Order,OrderID_2765,Voucher_Applied_true,4,N/A
1766,Order,OrderID_2766,Voucher_Applied_true,4,N/A
1767,Product,Product_1767,Color-Size-Variant,707910,N/A
1768,Product,Product_1768,Color-Size-Variant,639553,N/A
1769,User,User_1769,Address_District_8,0,0948668509_Valid
1770,User,User_1770,Address_District_9,0,0943373518_Valid
1771,Order,OrderID_2771,Voucher_Applied_true,3,N/A
1772,User,User_1772,Address_District_9,0,0959811679_Valid
1773,User,User_1773,Address_District_3,0,0919463538_Valid
1774,Order,OrderID_2774,Voucher_Applied_true,2,N/A
1775,User,User_1775,Address_District_0,0,0976064668_Valid
1776,User,User_1776,Address_District_6,0,0977860581_Valid
1777,User,User_1777,Address_District_4,0,0922516297_Valid
1778,Product,Product_1778,Color-Size-Variant,663749,N/A
1779,Order,OrderID_2779,Voucher_Applied_false,3,N/A
1780,Product,Product_1780,Color-Size-Variant,499951,N/A
1781,User,User_1781,Address_District_9,0,0976822722_Valid
1782,Order,OrderID_2782,Voucher_Applied_true,4,N/A
1783,User,User_1783,Address_District_2,0,0958311286_Valid
1784,User,User_1784,Address_District_0,0,0916558469_Valid
1785,Product,Product_1785,Color-Size-Variant,670291,N/A
1786,Order,OrderID_2786,Voucher_Applied_true,4,N/A
1787,Product,Product_1787,Color-Size-Variant,570412,N/A
1788,Order,OrderID_2788,Voucher_Applied_false,2,N/A
1789,User,User_1789,Address_District_4,0,0983851236_Valid
1790,User,User_1790,Address_District_6,0,0979362035_Valid
1791,Product,Product_1791,Color-Size-Variant,352977,N/A
1792,User,User_1792,Address_District_5,0,0925143601_Valid
1793,User,User_1793,Address_District_3,0,0981873308_Valid
1794,Order,OrderID_2794,Voucher_Applied_false,4,N/A
1795,User,User_1795,Address_District_0,0,0911056071_Valid
1796,Order,OrderID_2796,Voucher_Applied_false,1,N/A
1797,Product,Product_1797,Color-Size-Variant,178788,N/A
1798,Product,Product_1798,Color-Size-Variant,554826,N/A
1799,Product,Product_1799,Color-Size-Variant,369031,N/A
1800,User,User_1800,Address_District_6,0,0929095523_Valid
1801,User,User_1801,Address_District_5,0,0987027861_Valid
1802,User,User_1802,Address_District_4,0,0987971039_Valid
1803,Product,Product_1803,Color-Size-Variant,492328,N/A
1804,Order,OrderID_2804,Voucher_Applied_true,3,N/A
1805,User,User_1805,Address_District_6,0,0978407010_Valid
1806,Order,OrderID_2806,Voucher_Applied_false,3,N/A
1807,Product,Product_1807,Color-Size-Variant,312258,N/A
1808,Product,Product_1808,Color-Size-Variant,394751,N/A
1809,User,User_1809,Address_District_6,0,0933918718_Valid
1810,User,User_1810,Address_District_6,0,0913343485_Valid
1811,Order,OrderID_2811,Voucher_Applied_false,3,N/A
1812,Product,Product_1812,Color-Size-Variant,796218,N/A
1813,Order,OrderID_2813,Voucher_Applied_true,5,N/A
1814,Order,OrderID_2814,Voucher_Applied_true,2,N/A
1815,Order,OrderID_2815,Voucher_Applied_false,2,N/A
1816,User,User_1816,Address_District_7,0,0983226800_Valid
1817,User,User_1817,Address_District_1,0,0924773332_Valid
1818,Product,Product_1818,Color-Size-Variant,126989,N/A
1819,User,User_1819,Address_District_6,0,0990731533_Valid
1820,Order,OrderID_2820,Voucher_Applied_false,3,N/A
1821,Product,Product_1821,Color-Size-Variant,668736,N/A
1822,User,User_1822,Address_District_6,0,0951626899_Valid
1823,User,User_1823,Address_District_4,0,0975335297_Valid
1824,User,User_1824,Address_District_8,0,0951069736_Valid
1825,Product,Product_1825,Color-Size-Variant,870264,N/A
1826,User,User_1826,Address_District_8,0,0980313535_Valid
1827,Product,Product_1827,Color-Size-Variant,694695,N/A
1828,User,User_1828,Address_District_6,0,0920278428_Valid
1829,User,User_1829,Address_District_7,0,0959995095_Valid
1830,User,User_1830,Address_District_5,0,0929993976_Valid
1831,Product,Product_1831,Color-Size-Variant,899268,N/A
1832,User,User_1832,Address_District_3,0,0960989178_Valid
1833,User,User_1833,Address_District_5,0,0935263163_Valid
1834,Product,Product_1834,Color-Size-Variant,827426,N/A
1835,User,User_1835,Address_District_0,0,0996945144_Valid
1836,Product,Product_1836,Color-Size-Variant,796588,N/A
1837,User,User_1837,Address_District_9,0,0943247416_Valid
1838,Product,Product_1838,Color-Size-Variant,52691,N/A
1839,Product,Product_1839,Color-Size-Variant,50574,N/A
1840,Product,Product_1840,Color-Size-Variant,134426,N/A
1841,User,User_1841,Address_District_3,0,0991782854_Valid
1842,Order,OrderID_2842,Voucher_Applied_true,4,N/A
1843,Product,Product_1843,Color-Size-Variant,320305,N/A
1844,User,User_1844,Address_District_0,0,09378_Error_MissingDigits
1845,Product,Product_1845,Color-Size-Variant,608936,N/A
1846,User,User_1846,Address_District_3,0,0928873482_Valid
1847,Product,Product_1847,Color-Size-Variant,961053,N/A
1848,Product,Product_1848,Color-Size-Variant,105888,N/A
1849,User,User_1849,Address_District_6,0,0915273934_Valid
1850,User,User_1850,Address_District_5,0,0968751415_Valid
1851,User,User_1851,Address_District_6,0,0935490170_Valid
1852,Product,Product_1852,Color-Size-Variant,957894,N/A
1853,Order,OrderID_2853,Voucher_Applied_true,1,N/A
1854,User,User_1854,Address_District_4,0,0963231311_Valid
1855,User,User_1855,Address_District_6,0,0919867415_Valid
1856,Product,Product_1856,Color-Size-Variant,141211,N/A
1857,User,User_1857,Address_District_9,0,0969543842_Valid
1858,User,User_1858,Address_District_8,0,0922411960_Valid
1859,Product,Product_1859,Color-Size-Variant,178322,N/A
1860,Product,Product_1860,Color-Size-Variant,168808,N/A
1861,Order,OrderID_2861,Voucher_Applied_true,2,N/A
1862,Order,OrderID_2862,Voucher_Applied_false,3,N/A
1863,User,User_1863,Address_District_1,0,0934210006_Valid
1864,User,User_1864,Address_District_5,0,0938231710_Valid
1865,User,User_1865,Address_District_6,0,0967230115_Valid
1866,User,User_1866,Address_District_4,0,0915121483_Valid
1867,Order,OrderID_2867,Voucher_Applied_true,5,N/A
1868,User,User_1868,Address_District_4,0,0986698028_Valid
1869,Product,Product_1869,Color-Size-Variant,470997,N/A
1870,Order,OrderID_2870,Voucher_Applied_false,1,N/A
1871,User,User_1871,Address_District_3,0,0991175907_Valid
1872,Order,OrderID_2872,Voucher_Applied_true,3,N/A
1873,User,User_1873,Address_District_6,0,0946687019_Valid
1874,Product,Product_1874,Color-Size-Variant,734028,N/A
1875,User,User_1875,Address_District_1,0,0984520818_Valid
1876,Order,OrderID_2876,Voucher_Applied_true,3,N/A
1877,Product,Product_1877,Color-Size-Variant,221677,N/A
1878,Product,Product_1878,Color-Size-Variant,376545,N/A
1879,User,User_1879,Address_District_8,0,0972050640_Valid
1880,Product,Product_1880,Color-Size-Variant,462001,N/A
1881,User,User_1881,Address_District_2,0,0984689844_Valid
1882,Order,OrderID_2882,Voucher_Applied_false,2,N/A
1883,Product,Product_1883,Color-Size-Variant,969363,N/A
1884,Order,OrderID_2884,Voucher_Applied_false,3,N/A
1885,Order,OrderID_2885,Voucher_Applied_false,5,N/A
1886,Order,OrderID_2886,Voucher_Applied_true,5,N/A
1887,User,User_1887,Address_District_3,0,0963477403_Valid
1888,Order,OrderID_2888,Voucher_Applied_false,1,N/A
1889,Product,Product_1889,Color-Size-Variant,208708,N/A
1890,Order,OrderID_2890,Voucher_Applied_false,1,N/A
1891,Product,Product_1891,Color-Size-Variant,55032,N/A
